encoder_squeeze.tflite;com.modiface.loreal.stylemyhair_2019-05-03;tflite;IMAGE;;
estimator_modelv0.tflite;com.olivex.google.squatchallenge;tflite;IMAGE;;
estimator_modelv1.tflite;com.olivex.google.squatchallenge;tflite;IMAGE;;
fcytc5tg.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
fcytc5tg.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
feedForward_common_50.tflite;horse.schvung.equilab_2019-07-15;tflite;IMAGE;;
feedForward_common_50.tflite;horse.schvung.equilab_2019-07-26;tflite;IMAGE;;
feedForward_icelandic_50.tflite;horse.schvung.equilab_2019-07-15;tflite;IMAGE;;
feedForward_icelandic_50.tflite;horse.schvung.equilab_2019-07-26;tflite;IMAGE;;
feedForward_jumping_50.tflite;horse.schvung.equilab_2019-07-15;tflite;IMAGE;;
feedForward_jumping_50.tflite;horse.schvung.equilab_2019-07-26;tflite;IMAGE;;
femmes_400x300_025.tflite;ai.fritz.heartbeat_2019-04-25;tflite;IMAGE;;
fish-no-fish.tflite;com.fishbrain.app_2019-02-19;tflite;IMAGE;;
fit_feet_classifier_with_label.tflite;com.nike.omega_2008131807;tflite;IMAGE;;
fit_feet_segmentation.tflite;com.nike.omega_2008131807;tflite;IMAGE;;
frozen_inference_graph.pb;ir.nasim_2019-04-27;tensorflow;IMAGE;image_tensor;num_detections
frozen_model_e.pb;com.shutterfly_2019-07-10;tensorflow;IMAGE;input_4;sequential_1/dense_2/Sigmoid
frozen_open_nsfw.pb;co.vero.app_2019-07-12;tensorflow;IMAGE;input;predictions
gesture_frozen_inference_graph.pb;com.elanview.efly;tensorflow;IMAGE;;
graph_net_half_savemodel.tflite;com.qiyi.video_2019-07-11;tflite;IMAGE;;
graph.pb;com.homesecurity.firstone_2018-06-15;tensorflow;IMAGE;Mul;final_result
graph.pb;com.homesecurity.firstone_2018-06-15;tensorflow;IMAGE;Mul;final_result
h2t5d5ib_025.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
h2t5d5ib_025.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
h9t4iyhi.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
h9t4iyhi.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
hair_a050_224x224_5_1554502837.tflite;ai.fritz.heartbeat_2019-04-25;tflite;IMAGE;;
hair_seg_init_net.pb;com.facebook.arstudio.player;tensorflow;IMAGE;;
hair_seg_predict_net.pb;com.facebook.arstudio.player;tensorflow;IMAGE;;
hand_pointer_keypoints_init_medium.pb;com.facebook.arstudio.player;tensorflow;IMAGE;;
hand_pointer_keypoints_predict_medium.pb;com.facebook.arstudio.player;tensorflow;IMAGE;;
happy.tflite;com.draw.guess.by.ai_2019-07-17;tflite;IMAGE;;
head_of_clown_400x300_025.tflite;ai.fritz.heartbeat_2019-04-25;tflite;IMAGE;;
health1-v8-rect.pb;com.droid8studio.sketch.photo;tensorflow;IMAGE;deepsketch/input;deepsketch/output
health1-v8-rect.pb;com.infixtools.sketchphotomaker.pencil.sketch;tensorflow;IMAGE;deepsketch/input;deepsketch/output
health1-v8-square.pb;com.droid8studio.sketch.photo;tensorflow;IMAGE;deepsketch/input;deepsketch/output
health1-v8-square.pb;com.infixtools.sketchphotomaker.pencil.sketch;tensorflow;IMAGE;deepsketch/input;deepsketch/output
hed_lite_model_quantize.tflite;com.bjcsxq.chat.carfriend_hj_34;tflite;IMAGE;;
hed_lite_model_quantize.tflite;com.lgq.struggle.photo.scanner_14;tflite;IMAGE;;
hed_lite_model_quantize.tflite;com.lzpxfzj.android_243;tflite;IMAGE;;
hed_lite_model_quantize.tflite;com.meishubao.client_70;tflite;IMAGE;;
hed_lite_model_quantize.tflite;com.pcncn.jj_780;tflite;IMAGE;;
hed_lite_model_quantize.tflite;com.topsky.kkol_171;tflite;IMAGE;;
hed_lite_model_quantize.tflite;com.xindihe.cgfyb_4;tflite;IMAGE;;
hed_lite_model_quantize.tflite;com.zivn.cloudbrush3_328;tflite;IMAGE;;
hed_lite_model_quantize.tflite;laozhaopianxiufu.cn_105;tflite;IMAGE;;
hed_lite_model_quantize.tflite;net.whty.app.eyu_668;tflite;IMAGE;;
hed_lite_model_quantize.tflite;net.whty.app.eyu.zjedu_668;tflite;IMAGE;;
hobbes.tflite;me.nextplus.smsfreetext.phonecalls;tflite;IMAGE;;
horses_on_seashore_400x300_025.tflite;ai.fritz.heartbeat_2019-04-25;tflite;IMAGE;;
human_256_input_1_output_0.tflite;com.iart.camera.photo_2019-09-12;tflite;IMAGE;;
i7fnh5oq_025.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
i7fnh5oq_025.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
inception_quant.tflite;com.deliveryclub.rider;tflite;IMAGE;;
